,AC Power [KWh]
2022-01-22 12:00:00+00:00,0.45749596913555984
2022-01-22 13:00:00+00:00,0.21798317600333472
2022-01-22 14:00:00+00:00,0.13781430274619835
2022-01-22 15:00:00+00:00,0.040198436613154115
2022-01-22 16:00:00+00:00,0.0
2022-01-22 17:00:00+00:00,0.0
2022-01-22 18:00:00+00:00,0.0
2022-01-22 19:00:00+00:00,0.0
2022-01-22 20:00:00+00:00,0.0
2022-01-22 21:00:00+00:00,0.0
2022-01-22 22:00:00+00:00,0.0
2022-01-22 23:00:00+00:00,0.0
2022-01-23 00:00:00+00:00,0.0
2022-01-23 01:00:00+00:00,0.0
2022-01-23 02:00:00+00:00,0.0
2022-01-23 03:00:00+00:00,0.0
2022-01-23 04:00:00+00:00,0.0
2022-01-23 05:00:00+00:00,0.0
2022-01-23 06:00:00+00:00,0.0
2022-01-23 07:00:00+00:00,0.0
2022-01-23 08:00:00+00:00,0.0
2022-01-23 09:00:00+00:00,0.7233142566814662
2022-01-23 10:00:00+00:00,0.5453008413302814
2022-01-23 11:00:00+00:00,2.976897712083958
2022-01-23 12:00:00+00:00,2.486236872341228
2022-01-23 13:00:00+00:00,0.972014635008128
2022-01-23 14:00:00+00:00,0.40540856515716056
2022-01-23 15:00:00+00:00,0.03917211294891158
2022-01-23 16:00:00+00:00,0.0
2022-01-23 17:00:00+00:00,0.0
2022-01-23 18:00:00+00:00,0.0
2022-01-23 19:00:00+00:00,0.0
2022-01-23 20:00:00+00:00,0.0
2022-01-23 21:00:00+00:00,0.0
2022-01-23 22:00:00+00:00,0.0
2022-01-23 23:00:00+00:00,0.0
2022-01-24 00:00:00+00:00,0.0
2022-01-24 01:00:00+00:00,0.0
2022-01-24 02:00:00+00:00,0.0
2022-01-24 03:00:00+00:00,0.0
2022-01-24 04:00:00+00:00,0.0
2022-01-24 05:00:00+00:00,0.0
2022-01-24 06:00:00+00:00,0.0
2022-01-24 07:00:00+00:00,0.0
2022-01-24 08:00:00+00:00,0.0
2022-01-24 09:00:00+00:00,0.6040565812632684
2022-01-24 10:00:00+00:00,2.107032500797507
2022-01-24 11:00:00+00:00,3.7312014977695207
2022-01-24 12:00:00+00:00,2.494401784881455
2022-01-24 13:00:00+00:00,1.4839427241287033
2022-01-24 14:00:00+00:00,0.6272341569980325
2022-01-24 15:00:00+00:00,0.3264347155068016
2022-01-24 16:00:00+00:00,0.0
2022-01-24 17:00:00+00:00,0.0
2022-01-24 18:00:00+00:00,0.0
2022-01-24 19:00:00+00:00,0.0
2022-01-24 20:00:00+00:00,0.0
2022-01-24 21:00:00+00:00,0.0
2022-01-24 22:00:00+00:00,0.0
2022-01-24 23:00:00+00:00,0.0
2022-01-25 00:00:00+00:00,0.0
2022-01-25 01:00:00+00:00,0.0
2022-01-25 02:00:00+00:00,0.0
2022-01-25 03:00:00+00:00,0.0
2022-01-25 04:00:00+00:00,0.0
2022-01-25 05:00:00+00:00,0.0
2022-01-25 06:00:00+00:00,0.0
2022-01-25 07:00:00+00:00,0.0
2022-01-25 08:00:00+00:00,0.0
2022-01-25 09:00:00+00:00,1.3441201666349711
2022-01-25 10:00:00+00:00,0.770768451630199
2022-01-25 11:00:00+00:00,0.776458849257914
2022-01-25 12:00:00+00:00,0.3798712879552261
2022-01-25 13:00:00+00:00,0.32787174422430965
2022-01-25 14:00:00+00:00,0.18816188292218064
2022-01-25 15:00:00+00:00,0.1621723070234579
2022-01-25 16:00:00+00:00,0.0
2022-01-25 17:00:00+00:00,0.0
2022-01-25 18:00:00+00:00,0.0
2022-01-25 19:00:00+00:00,0.0
2022-01-25 20:00:00+00:00,0.0
2022-01-25 21:00:00+00:00,0.0
2022-01-25 22:00:00+00:00,0.0
2022-01-25 23:00:00+00:00,0.0
2022-01-26 00:00:00+00:00,0.0
2022-01-26 01:00:00+00:00,0.0
2022-01-26 02:00:00+00:00,0.0
2022-01-26 03:00:00+00:00,0.0
2022-01-26 04:00:00+00:00,0.0
2022-01-26 05:00:00+00:00,0.0
2022-01-26 06:00:00+00:00,0.0
2022-01-26 07:00:00+00:00,0.0
2022-01-26 08:00:00+00:00,0.0
2022-01-26 09:00:00+00:00,0.39397528006603233
2022-01-26 10:00:00+00:00,0.9593819054516749
2022-01-26 11:00:00+00:00,0.311791150017586
2022-01-26 12:00:00+00:00,0.18964779964219278
2022-01-26 13:00:00+00:00,0.2857305077060327
2022-01-26 14:00:00+00:00,0.32929135434541185
2022-01-26 15:00:00+00:00,0.23289469745367308
2022-01-26 16:00:00+00:00,0.0
2022-01-26 17:00:00+00:00,0.0
2022-01-26 18:00:00+00:00,0.0
2022-01-26 19:00:00+00:00,0.0
2022-01-26 20:00:00+00:00,0.0
2022-01-26 21:00:00+00:00,0.0
2022-01-26 22:00:00+00:00,0.0
2022-01-26 23:00:00+00:00,0.0
2022-01-27 00:00:00+00:00,0.0
2022-01-27 01:00:00+00:00,0.0
